time,ax,ay,az
0.000000000000000000e+00,6.181770630467365723e-16,0.000000000000000000e+00,9.312305292807749879e+00,0.000000000000000000e+00,8.860066646475888774e+01
3.474967104832994095e-03,6.153904260167545863e-16,3.474967104832994095e-03,9.270327004846791397e+00,3.474967104832994095e-03,8.820126973393402636e+01
6.949934209665988190e-03,6.126017918038366682e-16,6.949934209665988190e-03,9.228318631044190923e+00,6.949934209665988190e-03,8.780158675544687696e+01
1.389986841933197638e-02,6.070196063006165923e-16,1.389986841933197638e-02,9.144227811901100011e+00,1.389986841933197638e-02,8.700151605486537676e+01
2.084980262899796544e-02,6.014303725794137643e-16,2.084980262899796544e-02,9.060030817421603544e+00,2.084980262899796544e-02,8.620043516343729095e+01
2.779973683866395276e-02,5.958341495146389342e-16,2.779973683866395276e-02,8.975728534498021105e+00,2.779973683866395276e-02,8.539835251937934402e+01
6.885873766719700917e-02,5.588377017798021835e-16,6.885873766719700917e-02,8.418408898020084408e+00,6.885873766719700917e-02,8.009581038043342005e+01
1.099177384957300690e-01,5.177746007028786069e-16,1.099177384957300690e-01,7.799828629750208187e+00,1.099177384957300690e-01,7.421041226392303258e+01
1.409498014945446964e-01,4.881551818957078039e-16,1.409498014945446964e-01,7.353637583501290820e+00,1.409498014945446964e-01,6.996518803369994544e+01
1.719818644933593377e-01,4.622434831421967311e-16,1.719818644933593377e-01,6.963300148044359261e+00,1.719818644933593377e-01,6.625137541263612206e+01
2.030139274921739789e-01,4.384479106571894560e-16,2.030139274921739789e-01,6.604840333140534092e+00,2.030139274921739789e-01,6.284085809144794865e+01
2.340459904909886202e-01,4.205427548544411341e-16,2.340459904909886202e-01,6.335114574749083793e+00,2.340459904909886202e-01,6.027458892342010444e+01
2.650780534898032337e-01,4.055763143018001652e-16,2.650780534898032337e-01,6.109658031787194687e+00,2.650780534898032337e-01,5.812951320509159814e+01
2.961101164886178472e-01,3.937413841908969353e-16,2.961101164886178472e-01,5.931374997847706609e+00,2.961101164886178472e-01,5.643326344418677820e+01
3.271421794874324607e-01,3.860781748737638524e-16,3.271421794874324607e-01,5.815935346411728268e+00,3.271421794874324607e-01,5.533492852795646399e+01
3.663713285588237056e-01,3.788117629519576061e-16,3.663713285588237056e-01,5.706473106150572683e+00,3.663713285588237056e-01,5.429346488013614902e+01
4.056004776302149506e-01,3.742392342957901144e-16,4.056004776302149506e-01,5.637591898238262011e+00,4.056004776302149506e-01,5.363810396401134994e+01
4.448296267016061956e-01,3.717725638151223967e-16,4.448296267016061956e-01,5.600433630897311055e+00,4.448296267016061956e-01,5.328456666604210312e+01
4.840587757729974405e-01,3.705145237333414799e-16,4.840587757729974405e-01,5.581482340057768887e+00,4.840587757729974405e-01,5.310425717811673252e+01
5.202431661066398982e-01,3.699131967030727414e-16,5.202431661066398982e-01,5.572423866003294535e+00,5.202431661066398982e-01,5.301807155456334186e+01
5.236781738800807551e-01,3.677067318896187764e-01,5.236781738800807551e-01,6.639839272407266790e+00,5.236781738800807551e-01,5.290709167771536414e+01
5.271131816535216119e-01,3.692327653206109450e-01,5.271131816535216119e-01,6.639240132612584944e+00,5.271131816535216119e-01,5.290307318054085783e+01
5.339831972004033256e-01,3.718514000094210736e-01,5.339831972004033256e-01,6.637982943924125578e+00,5.339831972004033256e-01,5.289513582873860287e+01
5.408532127472850393e-01,3.736009824118998734e-01,5.408532127472850393e-01,6.636603646137714918e+00,5.408532127472850393e-01,5.288727113720469220e+01
5.477232282941667529e-01,3.744724461865553966e-01,5.477232282941667529e-01,6.635084622110358765e+00,5.477232282941667529e-01,5.287930547282152105e+01
6.066565112166760754e-01,3.445895967497332180e-01,6.066565112166760754e-01,6.626098900773250477e+00,6.066565112166760754e-01,5.289887898183678772e+01
6.655897941391853978e-01,2.437837787533158884e-01,6.655897941391853978e-01,6.613790714838206242e+00,6.655897941391853978e-01,5.297123231749271355e+01
7.245230770616947202e-01,6.727787533379669949e-02,7.245230770616947202e-01,6.595896692733559163e+00,7.245230770616947202e-01,5.306642981931705805e+01
7.834563599842040427e-01,-1.882973328067729657e-01,7.834563599842040427e-01,6.572327341487745223e+00,7.834563599842040427e-01,5.317150884650496323e+01
