time,x,y,z
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.430000000000000000e+02
3.474967104832994095e-03,7.431083317796803363e-21,3.474967104832994095e-03,1.119428730832459115e-04,3.474967104832994095e-03,1.430010650652925790e+02
6.949934209665988190e-03,2.225957608936752600e-20,6.949934209665988190e-03,3.353213514766112402e-04,6.949934209665988190e-03,1.430031903695472693e+02
1.389986841933197638e-02,6.664397345748477363e-20,1.389986841933197638e-02,1.003934089212485652e-03,1.389986841933197638e-02,1.430095517948128077e+02
2.084980262899796544e-02,1.403482951505211981e-19,2.084980262899796544e-02,2.114226246644047933e-03,2.084980262899796544e-02,1.430201155190492557e+02
2.779973683866395276e-02,2.431025730190798785e-19,2.779973683866395276e-02,3.662130986004578752e-03,2.779973683866395276e-02,1.430348428488799470e+02
6.885873766719700917e-02,1.427767671040094527e-18,6.885873766719700917e-02,2.150809086056506073e-02,6.885873766719700917e-02,1.432046358151619359e+02
1.099177384957300690e-01,3.553619062068896513e-18,1.099177384957300690e-01,5.353221201257150896e-02,1.099177384957300690e-01,1.435093249751282940e+02
1.409498014945446964e-01,5.743928320415275539e-18,1.409498014945446964e-01,8.652733544671727117e-02,1.409498014945446964e-01,1.438232526046928115e+02
1.719818644933593377e-01,8.404745756051875907e-18,1.719818644933593377e-01,1.266102595315284074e-01,1.719818644933593377e-01,1.442046161528266452e+02
2.030139274921739789e-01,1.151071715379473599e-17,2.030139274921739789e-01,1.733990448416096730e-01,2.030139274921739789e-01,1.446497817086371356e+02
2.340459904909886202e-01,1.503972050972572608e-17,2.340459904909886202e-01,2.265604424318141408e-01,2.340459904909886202e-01,1.451555786202061711e+02
2.650780534898032337e-01,1.897365587309240180e-17,2.650780534898032337e-01,2.858217921255237770e-01,2.650780534898032337e-01,1.457194126992412748e+02
2.961101164886178472e-01,2.329844449229916742e-17,2.961101164886178472e-01,3.509710096497414278e-01,2.961101164886178472e-01,1.463392660986741305e+02
3.271421794874324607e-01,2.800282567123267418e-17,3.271421794874324607e-01,4.218384623113675125e-01,3.271421794874324607e-01,1.470135248712392126e+02
3.663713285588237056e-01,3.448117519795088781e-17,3.663713285588237056e-01,5.194292209994741949e-01,3.663713285588237056e-01,1.479420389167619589e+02
4.056004776302149506e-01,4.154279373364907214e-17,4.056004776302149506e-01,6.258064251967120351e-01,4.056004776302149506e-01,1.489541504071157476e+02
4.448296267016061956e-01,4.918053179226589067e-17,4.448296267016061956e-01,7.408623740502515709e-01,4.448296267016061956e-01,1.500488346371347177e+02
4.840587757729974405e-01,5.739043697479419746e-17,4.840587757729974405e-01,8.645375280715000832e-01,4.840587757729974405e-01,1.512255251264249978e+02
5.202431661066398982e-01,6.546857101436837443e-17,5.202431661066398982e-01,9.862276632602421378e-01,5.202431661066398982e-01,1.523833294230942954e+02
5.236781738800807551e-01,4.341179314291571788e-06,5.236781738800807551e-01,9.982048418382808430e-01,5.236781738800807551e-01,1.524971635216987806e+02
5.271131816535216119e-01,1.303905964380485373e-05,5.271131816535216119e-01,1.010260358656651647e+00,5.271131816535216119e-01,1.526116218383921819e+02
5.339831972004033256e-01,3.917660089499851921e-05,5.339831972004033256e-01,1.034528053612602916e+00,5.339831972004033256e-01,1.528417868143515932e+02
5.408532127472850393e-01,8.285174106060858577e-05,5.408532127472850393e-01,1.059109040427548498e+00,5.408532127472850393e-01,1.530744482889537892e+02
5.477232282941667529e-01,1.441494240619355419e-04,5.477232282941667529e-01,1.084003254126372884e+00,5.477232282941667529e-01,1.533096058889094877e+02
6.066565112166760754e-01,1.381000061711331424e-03,6.066565112166760754e-01,1.310415334274666943e+00,6.066565112166760754e-01,1.554294150469301883e+02
6.655897941391853978e-01,3.791021836809227701e-03,6.655897941391853978e-01,1.559838134505039386e+00,6.655897941391853978e-01,1.577329507666334791e+02
7.245230770616947202e-01,7.023674694801024590e-03,7.245230770616947202e-01,1.832229150706299770e+00,7.245230770616947202e-01,1.602204605349155315e+02
7.834563599842040427e-01,1.046582810943448918e-02,7.834563599842040427e-01,2.127526941909006819e+00,7.834563599842040427e-01,1.628922765304972984e+02
8.558993359490824071e-01,1.367191950763756332e-02,8.558993359490824071e-01,2.521783415229713832e+00,8.558993359490824071e-01,1.664296323007527860e+02
9.283423119139607715e-01,1.361043768030353873e-02,9.283423119139607715e-01,2.950345359609526597e+00,9.283423119139607715e-01,1.702467341207900802e+02
1.000785287878839025e+00,7.433950436505481867e-03,1.000785287878839025e+00,3.413010100235872368e+00,1.000785287878839025e+00,1.743442657206325066e+02
1.073228263843717389e+00,-8.268914430355553749e-03,1.073228263843717389e+00,3.909578508764769644e+00,1.073228263843717389e+00,1.787228725677508123e+02
1.145671239808595754e+00,-3.737766329168095564e-02,1.145671239808595754e+00,4.439883913578956509e+00,1.145671239808595754e+00,1.833831395438672018e+02
1.164394429109016027e+00,-4.759226237983116975e-02,1.164394429109016027e+00,4.582415219159751807e+00,1.164394429109016027e+00,1.846334746703030021e+02
1.183117618409436300e+00,-5.905716923455418821e-02,1.183117618409436300e+00,4.727191818686096170e+00,1.183117618409436300e+00,1.859026668862339022e+02
1.201840807709856573e+00,-7.184751312700721204e-02,1.201840807709856573e+00,4.874213349134025819e+00,1.201840807709856573e+00,1.871907238925999195e+02
1.220563997010276847e+00,-8.603838505880390120e-02,1.220563997010276847e+00,5.023479928353848045e+00,1.220563997010276847e+00,1.884976530450040855e+02
1.251343719481746719e+00,-1.126080740039951816e-01,1.251343719481746719e+00,5.273745779315634152e+00,1.251343719481746719e+00,1.906871926288999930e+02
1.282123441953216592e+00,-1.434931834508126614e-01,1.282123441953216592e+00,5.530087432574289252e+00,1.282123441953216592e+00,1.929277830544830010e+02
1.312903164424686464e+00,-1.790145994425373921e-01,1.312903164424686464e+00,5.792515982866899726e+00,1.312903164424686464e+00,1.952194519371288095e+02
1.343682886896156337e+00,-2.194815921783799528e-01,1.343682886896156337e+00,6.061047548533910145e+00,1.343682886896156337e+00,1.975622255507743716e+02
1.361840086987531562e+00,-2.457974860739670087e-01,1.361840086987531562e+00,6.222327227782862735e+00,1.361840086987531562e+00,1.989682224414010818e+02
1.379997287078906787e+00,-2.739939315175047296e-01,1.379997287078906787e+00,6.385743487403701124e+00,1.379997287078906787e+00,2.003920173583295536e+02
1.398154487170282012e+00,-3.041254528688264180e-01,1.398154487170282012e+00,6.551302335364278306e+00,1.398154487170282012e+00,2.018336154468057089e+02
1.444254797351483210e+00,-3.896361287824956499e-01,1.444254797351483210e+00,6.981319482358553152e+00,1.444254797351483210e+00,2.055737838101784689e+02
1.490355107532684409e+00,-4.887088569852873210e-01,1.490355107532684409e+00,7.425324540008266361e+00,1.490355107532684409e+00,2.094288398616737368e+02
1.536455417713885607e+00,-6.019183734898452265e-01,1.536455417713885607e+00,7.883475206358522946e+00,1.536455417713885607e+00,2.133988786563790541e+02
