time,pressure
1.084450048955513353e+02,8.571943797454037121e+04
1.094349153565130024e+02,8.605941170077660354e+04
1.104248258174746695e+02,8.639882307613143348e+04
1.114147362784363366e+02,8.673767374287305574e+04
1.128376043086956457e+02,8.722374986196422833e+04
1.142604723389549548e+02,8.770867823644321470e+04
1.156833403692142639e+02,8.819246612504831864e+04
1.171062083994735730e+02,8.867512346520241408e+04
1.185290764297328820e+02,8.915665983758284710e+04
1.205665962512859863e+02,8.984427840125314833e+04
1.211673734360759624e+02,9.004810043744502764e+04
1.217681506208659385e+02,9.025674650217054295e+04
1.223689278056559147e+02,9.046520021105407795e+04
1.229697049904458908e+02,9.067346824188870960e+04
1.235965795488819481e+02,9.089059093981813930e+04
1.242234541073180054e+02,9.110752016189828282e+04
1.248503286657540627e+02,9.132425900844584976e+04
1.261842128754046115e+02,9.178481903040302859e+04
1.275180970850551603e+02,9.224454579959224793e+04
1.288519812947056948e+02,9.270737267149268882e+04
1.301858655043562294e+02,9.317429358518410299e+04
1.321481256879778243e+02,9.385967645673164225e+04
1.341103858715994193e+02,9.454329106151239830e+04
1.350000000000000000e+02,9.485263711409916868e+04
1.350471823638775390e+02,9.486903330683344393e+04
1.350943647277550781e+02,9.488542849337399821e+04
1.360000000000000000e+02,9.520741331140791590e+04
1.360011919998995040e+02,9.520784044318312954e+04
1.360023839997990081e+02,9.520826554461907654e+04
1.360047679995980161e+02,9.520911172698345035e+04
1.360071519993970242e+02,9.520994994812909863e+04
1.360095359991960322e+02,9.521078036514202540e+04
1.360227058009902805e+02,9.521523346074573055e+04
1.360358756027845288e+02,9.521947647656765184e+04
1.360490454045787772e+02,9.522352938690593874e+04
1.360622152063730255e+02,9.522740962360301637e+04
1.360822637306943363e+02,9.523301898652708041e+04
1.361023122550156472e+02,9.523830850564931461e+04
1.361223607793369581e+02,9.524331585042813094e+04
1.361424093036582690e+02,9.524807288403391431e+04
1.361624578279795799e+02,9.525260634962590120e+04
1.361959731037924257e+02,9.525974665422417456e+04
1.362294883796052716e+02,9.526641237921145512e+04
1.362630036554181174e+02,9.527267373710505490e+04
1.362965189312309633e+02,9.527858636953987298e+04
1.363300342070438091e+02,9.528419599121631472e+04
1.363635494828566550e+02,9.528954052681109169e+04
1.364181854650568653e+02,9.529776468948196271e+04
1.364728214472570755e+02,9.530547742083862249e+04
1.365274574294572858e+02,9.531276451017869113e+04
1.365820934116574961e+02,9.531969363611211884e+04
1.366367293938577063e+02,9.532631924138020258e+04
1.366913653760579166e+02,9.533268556673591956e+04
1.367847205138329798e+02,9.534306443270505406e+04
1.368780756516080430e+02,9.535293333452114894e+04
1.369714307893831062e+02,9.536239887221483514e+04
1.370647859271581694e+02,9.537154215219127946e+04
1.371581410649332327e+02,9.538042628433325444e+04
1.372514962027082959e+02,9.538910055601611384e+04
1.373918863462194224e+02,9.540183377235270746e+04
1.375322764897305490e+02,9.541428070245549316e+04
1.376726666332416755e+02,9.542651398523944954e+04
1.378130567767528021e+02,9.543858751245705935e+04
1.379534469202639286e+02,9.545054127783182776e+04
1.381648272243058670e+02,9.546837681254283234e+04
1.383762075283478055e+02,9.548607611257181270e+04
1.385875878323897439e+02,9.550368621839850675e+04
1.387989681364316823e+02,9.552123758980366983e+04
1.390103484404736207e+02,9.553874957268573053e+04
1.392857203312460683e+02,9.556152471965180303e+04
1.395610922220185159e+02,9.558427305143275589e+04
1.398364641127909636e+02,9.560700526150452788e+04
1.401118360035634112e+02,9.562972683681530179e+04
1.404043289667210672e+02,9.565385357576789102e+04
1.406968219298787233e+02,9.567797472558311711e+04
1.409893148930363793e+02,9.570209197049264912e+04
1.412822899688123357e+02,9.572624594348338724e+04
1.415752650445882921e+02,9.575039726016888744e+04
1.418682401203642485e+02,9.577454611991472484e+04
1.421612142346610028e+02,9.579869257593229122e+04
1.424541883489577572e+02,9.582283678905952547e+04
1.440917565048988251e+02,9.595775018633434956e+04
1.457293246608398931e+02,9.609259654760378180e+04
1.473668928167809611e+02,9.622737635436438723e+04
1.523587873957011709e+02,9.663782502158301941e+04
1.573506819746213807e+02,9.704766043077029462e+04
1.623425765535415906e+02,9.745688601783807098e+04
1.748362202084632600e+02,9.847843857975531137e+04
1.873298638633849009e+02,9.949624640110615292e+04
1.889922441337384100e+02,9.963139498112148431e+04
1.906546244040919191e+02,9.976647842267849774e+04
1.923170046744454282e+02,9.990149683354700392e+04
1.929676079117876384e+02,9.995432371197981411e+04
