time,wx,wy,wz
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.474967104832994095e-03,0.000000000000000000e+00,3.474967104832994095e-03,0.000000000000000000e+00,3.474967104832994095e-03,0.000000000000000000e+00
6.949934209665988190e-03,0.000000000000000000e+00,6.949934209665988190e-03,0.000000000000000000e+00,6.949934209665988190e-03,0.000000000000000000e+00
1.389986841933197638e-02,0.000000000000000000e+00,1.389986841933197638e-02,0.000000000000000000e+00,1.389986841933197638e-02,0.000000000000000000e+00
2.084980262899796544e-02,0.000000000000000000e+00,2.084980262899796544e-02,0.000000000000000000e+00,2.084980262899796544e-02,0.000000000000000000e+00
2.779973683866395276e-02,0.000000000000000000e+00,2.779973683866395276e-02,0.000000000000000000e+00,2.779973683866395276e-02,0.000000000000000000e+00
6.885873766719700917e-02,0.000000000000000000e+00,6.885873766719700917e-02,0.000000000000000000e+00,6.885873766719700917e-02,0.000000000000000000e+00
1.099177384957300690e-01,0.000000000000000000e+00,1.099177384957300690e-01,0.000000000000000000e+00,1.099177384957300690e-01,0.000000000000000000e+00
1.409498014945446964e-01,0.000000000000000000e+00,1.409498014945446964e-01,0.000000000000000000e+00,1.409498014945446964e-01,0.000000000000000000e+00
1.719818644933593377e-01,0.000000000000000000e+00,1.719818644933593377e-01,0.000000000000000000e+00,1.719818644933593377e-01,0.000000000000000000e+00
2.030139274921739789e-01,0.000000000000000000e+00,2.030139274921739789e-01,0.000000000000000000e+00,2.030139274921739789e-01,0.000000000000000000e+00
2.340459904909886202e-01,0.000000000000000000e+00,2.340459904909886202e-01,0.000000000000000000e+00,2.340459904909886202e-01,0.000000000000000000e+00
2.650780534898032337e-01,0.000000000000000000e+00,2.650780534898032337e-01,0.000000000000000000e+00,2.650780534898032337e-01,0.000000000000000000e+00
2.961101164886178472e-01,0.000000000000000000e+00,2.961101164886178472e-01,0.000000000000000000e+00,2.961101164886178472e-01,0.000000000000000000e+00
3.271421794874324607e-01,0.000000000000000000e+00,3.271421794874324607e-01,0.000000000000000000e+00,3.271421794874324607e-01,0.000000000000000000e+00
3.663713285588237056e-01,0.000000000000000000e+00,3.663713285588237056e-01,0.000000000000000000e+00,3.663713285588237056e-01,0.000000000000000000e+00
4.056004776302149506e-01,0.000000000000000000e+00,4.056004776302149506e-01,0.000000000000000000e+00,4.056004776302149506e-01,0.000000000000000000e+00
4.448296267016061956e-01,0.000000000000000000e+00,4.448296267016061956e-01,0.000000000000000000e+00,4.448296267016061956e-01,0.000000000000000000e+00
4.840587757729974405e-01,0.000000000000000000e+00,4.840587757729974405e-01,0.000000000000000000e+00,4.840587757729974405e-01,0.000000000000000000e+00
5.202431661066398982e-01,0.000000000000000000e+00,5.202431661066398982e-01,0.000000000000000000e+00,5.202431661066398982e-01,0.000000000000000000e+00
5.236781738800807551e-01,7.412571119192361887e-04,5.236781738800807551e-01,-5.675633080600165021e-04,5.236781738800807551e-01,-4.861817836996012163e-23
5.271131816535216119e-01,1.484977035043210259e-03,5.271131816535216119e-01,-1.138200113821181232e-03,5.271131816535216119e-01,1.476324847084931529e-22
5.339831972004033256e-01,2.977239818591330585e-03,5.339831972004033256e-01,-2.285577763951504495e-03,5.339831972004033256e-01,3.413949269362503744e-22
5.408532127472850393e-01,4.478972489928278837e-03,5.408532127472850393e-01,-3.445074150996472930e-03,5.408532127472850393e-01,3.363798344869178207e-22
5.477232282941667529e-01,5.989817420411427604e-03,5.477232282941667529e-01,-4.616505613135707918e-03,5.477232282941667529e-01,3.313487219183043096e-22
6.066565112166760754e-01,1.926778778696115746e-02,6.066565112166760754e-01,-1.512409449905915450e-02,6.066565112166760754e-01,2.865298444925240624e-22
6.655897941391853978e-01,3.291552690058864583e-02,6.655897941391853978e-01,-2.633705900688351059e-02,6.655897941391853978e-01,-4.546526625301990187e-20
7.245230770616947202e-01,4.660288133855969295e-02,7.245230770616947202e-01,-3.804316065342625702e-02,7.245230770616947202e-01,-1.546087941621531119e-18
7.834563599842040427e-01,5.993060744735954209e-02,7.834563599842040427e-01,-4.996300848338480760e-02,7.834563599842040427e-01,-9.249370581564629999e-19
8.558993359490824071e-01,7.513693691210006353e-02,8.558993359490824071e-01,-6.439470013245170155e-02,8.558993359490824071e-01,2.807284741704745295e-18
9.283423119139607715e-01,8.812190601786566713e-02,9.283423119139607715e-01,-7.783805824762166092e-02,9.283423119139607715e-01,-6.595439794501007048e-18
1.000785287878839025e+00,9.783714945856360201e-02,1.000785287878839025e+00,-8.938805532880773896e-02,1.000785287878839025e+00,-2.930464645032691724e-18
1.073228263843717389e+00,1.032384789831542332e-01,1.073228263843717389e+00,-9.806791186311933362e-02,1.073228263843717389e+00,-1.924307778958000986e-18
1.145671239808595754e+00,1.033925610937975054e-01,1.145671239808595754e+00,-1.029072344268397721e-01,1.145671239808595754e+00,-2.071334756258272270e-18
1.164394429109016027e+00,1.024858635283122793e-01,1.164394429109016027e+00,-1.034231070445515710e-01,1.164394429109016027e+00,-3.781321240371430421e-18
1.183117618409436300e+00,1.011724181557818319e-01,1.183117618409436300e+00,-1.036112519880157401e-01,1.183117618409436300e+00,-4.608962108701064512e-18
1.201840807709856573e+00,9.944599521605443360e-02,1.201840807709856573e+00,-1.034602789833903302e-01,1.201840807709856573e+00,-8.407037279504715905e-19
1.220563997010276847e+00,9.730241650120292907e-02,1.220563997010276847e+00,-1.029601574758967214e-01,1.220563997010276847e+00,-2.984547374884416057e-18
